,work,translator_label,translator,chunk_num,tag,atqui,aut,autem,certe,ceu,confestim,cum,dehinc,deinceps,demum,denique,enim,ergo,eciam,exinde,forsan,forsitan,fortassis,ideo,igitur,ita,itaque,iterum,mox,multotiens,nam,namque,nempe,nimirum,puta,quando,quemadmodum,quia,quidem,quippe,quod,quoniam,quoque,praecipue,rursum,rursus,sane,scilicet,saepe,sic,sicut,siquidem,tamquam,ut,utique,uelut,ueluti,uero,uidelicet
0,Com,0,Bur,0,BurCom_0,0.0,0.09709996428542596,0.5340498035698428,0.0,0.0,0.0,0.14564994642813894,0.0,0.02427499107135649,0.0,0.02427499107135649,0.3155748839276344,0.0,0.02427499107135649,0.0,0.0,0.0,0.0,0.02427499107135649,0.07282497321406947,0.07282497321406947,0.02427499107135649,0.0,0.04854998214271298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16992493749949542,0.0,0.5583247946411992,0.0,0.3155748839276344,0.07282497321406947,0.0,0.0,0.0,0.07282497321406947,0.0,0.02427499107135649,0.0,0.0,0.0,0.0,0.0,0.14564994642813894,0.21847491964220841,0.02427499107135649,0.0,0.21847491964220841,0.0
1,Com,0,Bur,1,BurCom_1,0.0,0.20029695636250494,0.5786356517139032,0.0,0.0,0.0,0.15578652161528161,0.0,0.0,0.0,0.0,0.35608347797778656,0.04451043474722332,0.0,0.0,0.0,0.02225521737361166,0.0,0.02225521737361166,0.08902086949444664,0.08902086949444664,0.0,0.0,0.0,0.0,0.0,0.0,0.02225521737361166,0.0,0.0,0.0,0.04451043474722332,0.0,0.5118699995930682,0.0,0.13353130424166998,0.1112760868680583,0.0,0.0,0.0,0.08902086949444664,0.0,0.02225521737361166,0.0,0.0,0.0,0.02225521737361166,0.0,0.2225521737361166,0.31157304323056323,0.02225521737361166,0.0,0.06676565212083499,0.0
2,Com,0,Bur,2,BurCom_2,0.0,0.23002185311411807,0.5750546327852952,0.0,0.0,0.0,0.0,0.0,0.023002185311411807,0.0,0.0,0.2760262237369417,0.0,0.023002185311411807,0.0,0.0,0.0,0.0,0.0,0.13801311186847084,0.09200874124564723,0.0,0.0,0.0,0.0,0.0,0.0,0.023002185311411807,0.046004370622823615,0.0,0.023002185311411807,0.06900655593423542,0.023002185311411807,0.5520524474738834,0.0,0.18401748249129446,0.13801311186847084,0.0,0.0,0.0,0.06900655593423542,0.0,0.023002185311411807,0.0,0.046004370622823615,0.0,0.0,0.0,0.2530240384255299,0.13801311186847084,0.046004370622823615,0.0,0.23002185311411807,0.0
3,Com,0,Bur,3,BurCom_3,0.0,0.24304373095297072,0.7104355212471452,0.0,0.0,0.0,0.037391343223533956,0.0,0.0,0.0,0.0,0.24304373095297072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09347835805883489,0.1682610445059028,0.018695671611766978,0.0,0.0,0.037391343223533956,0.0,0.0,0.0,0.018695671611766978,0.0,0.0,0.018695671611766978,0.0,0.4300004470706405,0.0,0.1682610445059028,0.09347835805883489,0.0,0.0,0.0,0.07478268644706791,0.0,0.018695671611766978,0.0,0.0,0.0,0.0,0.0,0.28043507417650465,0.1682610445059028,0.0,0.0,0.037391343223533956,0.0
4,Com,0,Bur,4,BurCom_4,0.0,0.6494351358025752,0.40942649865814523,0.0,0.0,0.0,0.0705907756307147,0.0,0.014118155126142938,0.0,0.0,0.08470893075685763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04235446537842882,0.08470893075685763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09882708588300057,0.08470893075685763,0.028236310252285877,0.014118155126142938,0.36707203327971644,0.0,0.15529970638757232,0.056472620504571754,0.0,0.0,0.0,0.056472620504571754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953083435320023,0.2117723268921441,0.0,0.0,0.0705907756307147,0.0
5,Com,0,Bur,5,BurCom_5,0.0,0.455125809105206,0.628507069716713,0.0,0.0,0.0,0.1300359454586303,0.0,0.04334531515287676,0.0,0.0,0.2167265757643838,0.0,0.02167265757643838,0.0,0.0,0.0,0.0,0.0,0.19505391818794543,0.19505391818794543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06501797272931514,0.17338126061150705,0.06501797272931514,0.0,0.39010783637589086,0.0,0.1300359454586303,0.06501797272931514,0.0,0.0,0.0,0.02167265757643838,0.0,0.02167265757643838,0.0,0.0,0.0,0.02167265757643838,0.0,0.15170860303506867,0.1083632878821919,0.0,0.0,0.08669063030575352,0.0
6,Com,0,Bur,6,BurCom_6,0.0,0.5300050920155307,0.5540962325616912,0.0,0.0,0.0,0.02409114054616049,0.0,0.0,0.0,0.0,0.28909368655392587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409114054616049,0.09636456218464196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02409114054616049,0.0,0.14454684327696293,0.0,0.3613671081924073,0.0,0.14454684327696293,0.09636456218464196,0.0,0.0,0.0,0.12045570273080244,0.0,0.04818228109232098,0.0,0.0,0.02409114054616049,0.04818228109232098,0.0,0.14454684327696293,0.16863798382312342,0.0,0.0,0.09636456218464196,0.0
7,Com,0,Bur,7,BurCom_7,0.0,0.300187675964556,0.5253284329379729,0.0,0.0,0.0,0.025015639663712997,0.0,0.0,0.0,0.0,0.325203315628269,0.0,0.025015639663712997,0.0,0.0,0.025015639663712997,0.0,0.0,0.17510947764599097,0.17510947764599097,0.050031279327425994,0.0,0.0,0.0,0.0,0.0,0.025015639663712997,0.025015639663712997,0.050031279327425994,0.0,0.150093837982278,0.025015639663712997,0.4752971536105469,0.0,0.35021895529198194,0.025015639663712997,0.0,0.0,0.0,0.050031279327425994,0.0,0.025015639663712997,0.0,0.0,0.025015639663712997,0.025015639663712997,0.0,0.17510947764599097,0.22514075697341698,0.0,0.0,0.025015639663712997,0.0
8,Com,0,Bur,8,BurCom_8,0.0,0.40407036751412356,0.7119335046677415,0.038482892144202245,0.0,0.0,0.07696578428840449,0.0,0.09620723036050562,0.0,0.0,0.2501387989373146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038482892144202245,0.07696578428840449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038482892144202245,0.0,0.40407036751412356,0.0,0.11544867643260674,0.13469012250470785,0.0,0.0,0.0,0.019241446072101123,0.0,0.019241446072101123,0.0,0.0,0.0,0.038482892144202245,0.0,0.07696578428840449,0.19241446072101123,0.038482892144202245,0.0,0.019241446072101123,0.0
9,Com,0,Bur,9,BurCom_9,0.0,0.12944509326962442,0.6213364476941973,0.0,0.0,0.0,0.025889018653924886,0.0,0.025889018653924886,0.0,0.0,0.28477920519317373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23300116788532396,0.025889018653924886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025889018653924886,0.0,0.5695584103863475,0.0,0.07766705596177466,0.25889018653924883,0.0,0.0,0.0,0.025889018653924886,0.0,0.025889018653924886,0.0,0.0,0.0,0.0,0.0,0.12944509326962442,0.15533411192354932,0.05177803730784977,0.0,0.12944509326962442,0.0
10,Com,0,Bur,10,BurCom_10,0.0,0.12867125316374467,0.7205590177169702,0.0,0.0,0.0,0.025734250632748937,0.0,0.051468501265497874,0.025734250632748937,0.025734250632748937,0.33454525822573616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12867125316374467,0.15440550379649362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051468501265497874,0.0,0.0,0.051468501265497874,0.0,0.4374822607567319,0.0,0.23160825569474042,0.025734250632748937,0.0,0.0,0.0,0.051468501265497874,0.0,0.0,0.0,0.0,0.025734250632748937,0.025734250632748937,0.0,0.18013975442924254,0.12867125316374467,0.025734250632748937,0.0,0.051468501265497874,0.0
11,Com,0,Bur,11,BurCom_11,0.0,0.34378803407483205,0.5371688032419251,0.0,0.0,0.0,0.107433760648385,0.0,0.042973504259354006,0.0,0.0,0.42973504259354,0.0,0.0,0.0,0.0,0.021486752129677003,0.0,0.0,0.150407264907739,0.23635427342644702,0.021486752129677003,0.0,0.0,0.021486752129677003,0.0,0.0,0.021486752129677003,0.021486752129677003,0.0,0.0,0.0,0.042973504259354006,0.322301281945155,0.0,0.23635427342644702,0.042973504259354006,0.0,0.0,0.0,0.042973504259354006,0.0,0.021486752129677003,0.0,0.0,0.0,0.0,0.0,0.36527478620450904,0.107433760648385,0.042973504259354006,0.0,0.042973504259354006,0.0
